season,week,n_games,ats_brier,ats_log_loss,ats_hit_rate,ats_n_samples,ml_brier,ml_log_loss,ml_roc_auc,ml_hit_rate,ml_n_samples,total_mae,total_mae_vs_market,total_correlation,total_n_samples
2024,2,314,0.20932412277619913,0.6081663277217925,0.6788990825688074,109,0.18949729399561813,0.5556169642409337,0.7318465847877614,0.6910828025477707,314,13.18622654714402,2.232444480613426,0.8988797776249756,314
2024,3,299,0.21749579852398185,0.6263131255513557,0.6442307692307693,104,0.18662692449746388,0.5396463532404655,0.7672129646584874,0.6722408026755853,299,14.051328856809482,2.26922999895536,0.9014419865592673,299
2024,4,311,0.22246736528771996,0.6320030354345845,0.6435643564356436,101,0.20462621474562617,0.5779807086063488,0.7350041771094403,0.639871382636656,311,13.447589678013056,1.9977208505762685,0.9331106553044023,311
2024,5,270,0.2069253991028094,0.6004245954033297,0.7058823529411765,102,0.1775626864488391,0.5311124668219411,0.8151472650771387,0.7333333333333333,270,15.016613402190032,2.1787356034065914,0.9105982584642056,270
2024,6,292,0.20540660009195358,0.5993080547899314,0.6666666666666666,102,0.17722669016345594,0.5259304214662718,0.8136883030676592,0.7397260273972602,292,13.794272579558909,2.1930915608125576,0.8891280717175665,292
2024,7,288,0.21266858646310063,0.6137886368909147,0.6634615384615384,104,0.16215638930123916,0.48715234022293363,0.8468590831918505,0.7777777777777778,288,13.027331882052952,1.8149240567133977,0.9303176189931436,288
2024,8,306,0.2333215364722102,0.6619974000932694,0.6422018348623854,109,0.16120464943804222,0.4874193242915564,0.843522214508851,0.7777777777777778,306,13.883388718748405,2.035374597671929,0.8980804311968276,306
2024,9,305,0.2206704211655514,0.630746630418328,0.631578947368421,114,0.15832627898028576,0.484831186767701,0.8516101919844289,0.780327868852459,305,12.112869925577133,1.8054922308240617,0.9242555487107661,305
2024,10,299,0.19014154131795025,0.5673858310415278,0.7864077669902912,103,0.16407373772929085,0.48878003277852694,0.8357602975866448,0.745819397993311,299,12.767013881517494,2.268933490642066,0.8798849535365917,299
2024,11,302,0.22939064129594258,0.6516018965249962,0.6330275229357798,109,0.145232680647469,0.45231349799303266,0.8833552631578947,0.8013245033112583,302,13.138581686461999,2.0349552959477135,0.9104530964592644,302
2024,12,296,0.22741841472883098,0.6467723790997483,0.6521739130434783,115,0.14627639010195867,0.45389668121417553,0.8744439295644115,0.7972972972972973,296,13.817777878529316,2.07213947461999,0.9169979343238648,296
2024,13,145,0.20728282610736048,0.6036269252566001,0.688,125,0.15947457433501994,0.4662169848370538,0.8333333333333333,0.7379310344827587,145,14.039483642578125,2.468833400357154,0.8879805964281688,145
2024,14,102,0.23771377404840843,0.6691913435953849,0.5844155844155844,77,0.14943999208837697,0.4620741168941909,0.8503289473684209,0.8137254901960784,102,12.954780279421339,1.9243601018732244,0.9402905393718316,102
2024,15,30,0.22243892860666675,0.6346075555312668,0.6470588235294118,17,0.20503119934878467,0.5788931966204227,0.745,0.6333333333333333,30,13.766110483805338,2.5265130435719207,0.8764000660023314,30
2024,16,11,0.27554930557096463,0.7452580978105002,0.4,5,0.06085593951365784,0.22273362316710824,1.0,0.9090909090909091,11,16.41040767322887,2.6837623596191404,0.9923327059580724,11
