home_team,away_team,fair_spread_home,p_home_win,p_home_covers,fair_total
New Mexico State,Sam Houston,0.5167615164614756,0.8316640853881836,0.5767542918523153,55.662697
Johns Hopkins University,Dickinson (PA),-1.0209650179321867,0.472867210706075,0.4208930929501851,56.17618
South Florida,Charlotte,31.18022490927302,0.9847710728645325,0.624766061703364,57.199802
Brown,Rhode Island,-19.576946694528964,0.20222887148459753,0.3675071100393931,47.28379
Delaware,Western Kentucky,1.203832249796959,0.3481898605823517,0.46311726172765094,63.129772
UMass Dartmouth,Mass Maritime,-0.3679587126132491,0.49021469553311664,0.4491969247659047,50.113754
Princeton,Columbia,3.2091104785754743,0.8025691906611124,0.49226394295692444,47.77016
San José State,New Mexico,0.4007895974567992,0.37553631762663525,0.45754759510358173,60.519836
BYU,West Virginia,21.920354874013455,0.9132123192151388,0.5738486448923746,49.36056
San Diego State,Colorado State,7.415676992047655,0.9579042394955953,0.5887313882509867,43.890995
Belhaven,Brevard College,-5.245095442178182,0.3632920483748118,0.48210984468460083,55.257626
Baylor,Kansas State,0.3195535402682248,0.36835132042566937,0.3902389009793599,58.56805
University of Rochester (NY),Ithaca College,-7.21653915397746,0.31522178649902344,0.44421811898549396,49.760323
Westfield State,Anna Maria College,3.3988852865727366,0.5896296302477518,0.4878699978192647,55.96104
Alfred State,SUNY Morrisville,12.161906244452403,0.7912579377492269,0.5181236465771993,55.031216
Lehigh,Yale,2.4423892274256924,0.6822496652603149,0.44544661045074463,51.489132
Bucknell,Richmond,-7.878955355331563,0.29144054154555005,0.4238983790079753,49.73035
PennWest California,Seton Hill,10.32119187867187,0.7542986273765564,0.4770572980244954,54.46898
Fitchburg State,Framingham State,7.982002440117474,0.7026832302411398,0.41031143069267273,53.103916
Ohio Dominican,Northwood (MI),0.7990453861750326,0.5212414860725403,0.4732382893562317,48.064636
Georgia,Kentucky,20.772921617914992,0.9515508413314819,0.5390009184678396,51.85076
Springfield,Salve Regina,2.462334990973999,0.5651956995328268,0.4732382893562317,50.857628
Cincinnati,Iowa State,2.7331033046966025,0.480795959631602,0.5327589015165964,57.556988
UAB,Army,-11.2360122796146,0.26053476333618164,0.3578137755393982,56.615196
Ball State,Ohio,-14.048974233670487,0.27581747869650525,0.49849708875020343,54.854694
Michigan,Wisconsin,18.211615706414484,0.8429176410039266,0.5236439406871796,48.631966
Kutztown University,Shippensburg,16.995927761234327,0.8714058597882589,0.5066279272238413,51.86323
Gannon,Slippery Rock,-13.146975715738446,0.19038863480091095,0.4916890064875285,63.541283
Merchant Marine Academy,MIT,7.125733602638821,0.6826239426930746,0.4328264196713765,53.29977
Endicott College,Biddeford,-1.665491607938865,0.45579517881075543,0.45495707790056866,51.90466
Alfred University,Hartwick,11.06578133397117,0.7696573138237,0.458039790391922,51.600914
Dean College,Plymouth State,-11.352408530655993,0.22457668681939444,0.4878699978192647,55.32068
Wilkes,Catholic,8.508888192440564,0.71473095814387,0.49472785989443463,51.354725
St John Fisher University,Brockport,-1.7885851656490603,0.4525430003801982,0.453728586435318,49.745842
Pittsburgh,Boston College,11.636101787946133,0.9852520624796549,0.665677527586619,55.70963
Duquesne,Stonehill,11.570024632035391,0.8084228038787842,0.6069332957267761,49.267815
Navy,Air Force,5.507809094129388,0.5171334743499756,0.28404362003008526,56.619534
Central Connecticut,Sacred Heart,5.3173644874378985,0.5813764234383901,0.4951427181561788,48.16684
Marist,San Diego,-15.124414999312286,0.14467435081799826,0.3293793300787608,47.969406
Depauw,Oberlin,20.84187046604935,0.9176532427469889,0.4306921362876892,58.64544
Purdue,Illinois,-6.538209965010402,0.13132015615701675,0.5141683717568716,56.755108
North Carolina,Clemson,-15.038209965010402,0.18120438357194266,0.5141683717568716,48.240772
Lafayette,Fordham,14.957451405600793,0.9802395304044088,0.4855734407901764,58.900806
Post University,St. Anselm,12.486993135563658,0.7974270780881246,0.49260835846265155,51.09966
Muhlenberg,Ursinus,-4.319349752914205,0.3866899609565735,0.453728586435318,51.466343
Mercyhurst,Long Island University,2.9474774692127435,0.3424936383962631,0.48530834913253784,47.380024
Bluefield State,Shaw,-6.521432853973772,0.3318675259749095,0.5274518728256226,55.575764
Elizabeth City State,Livingstone,-6.176157964642554,0.34026358524958294,0.46917401750882465,50.394672
Franklin Pierce,American International,7.646832456905771,0.6949002941449484,0.48210984468460083,52.098713
Frostburg State,Concord University,6.946484713158851,0.6783532897631327,0.4916890064875285,54.503185
Wayne State (MI),Michigan Tech,-5.367526667756721,0.3602333565553029,0.453728586435318,49.06897
St. Lawrence,Hilbert College,9.74388821482256,0.7420222759246826,0.5300245980421702,52.6192
Bowdoin,Williams,-6.4102830502305075,0.33456140756607056,0.453728586435318,48.91531
Glenville State,Fairmont State,4.887681004950088,0.627729336420695,0.47835953036944073,57.255604
Fort Valley State,Central State (OH),6.492530246681418,0.6674328049023946,0.4587760865688324,45.40393
Tennessee Tech,Western Illinois,39.727834746840294,0.9803530772527059,0.6109729011853536,64.908295
New Haven,Pace,14.899835972161581,0.8397235671679179,0.4013833900292714,49.371246
Ferrum,Shorter,0.3368567253562209,0.5089583396911621,0.4275981883207957,52.699543
Temple,UTSA,-2.255186226522911,0.4942484100659688,0.6114068229993185,60.84077
Monmouth,Delaware State,24.45854931804106,0.9330616990725199,0.5781788130601248,70.281746
Wesleyan University (CT),Hamilton,6.603798258247074,0.6701231400171915,0.4878699978192647,49.577858
Bowie State,Fayetteville State,-3.6160701984429733,0.40474991003672284,0.4770572980244954,50.943645
Ouachita Baptist,Oklahoma Baptist,3.5373948767197128,0.5932162801424662,0.47835953036944073,49.63399
Salisbury,College Of New Jersey,12.131519103903274,0.790675679842631,0.458039790391922,50.795822
Norwich,Worcester Polytechnic Institute,7.7399995152881225,0.6970727841059366,0.5063707133134207,51.05469
Cortland,Utica,13.786627526803864,0.8209805885950724,0.4747765163580577,52.10458
