season,week,n_games,ats_brier,ats_log_loss,ats_hit_rate,ats_n_samples,ml_brier,ml_log_loss,ml_roc_auc,ml_hit_rate,ml_n_samples,total_mae,total_mae_vs_market,total_correlation,total_n_samples
2014,2,124,,,,,,,,,,,,,
2014,3,112,,,,,,,,,,,,,
2014,4,110,,,,,,,,,,,,,
2014,5,106,,,,,,,,,,,,,
2014,6,115,,,,,,,,,,,,,
2014,7,105,,,,,,,,,,,,,
2014,8,105,,,,,,,,,,,,,
2014,9,108,,,,,,,,,,,,,
2014,10,107,,,,,,,,,,,,,
2014,11,108,,,,,,,,,,,,,
2014,12,110,,,,,,,,,,,,,
2014,13,112,,,,,,,,,,,,,
2014,14,70,,,,,,,,,,,,,
2014,15,23,,,,,,,,,,,,,
2014,16,5,,,,,,,,,,,,,
2015,1,176,0.15212095437785567,0.4827640665762356,0.8011363636363636,176.0,0.15212095437785567,0.4827640665762356,0.8260485296480796,0.8011363636363636,176.0,15.772481853311712,,,176.0
2015,2,123,0.1377190309470621,0.4224663238428865,0.7967479674796748,123.0,0.1377190309470621,0.4224663238428865,0.8547008547008548,0.7967479674796748,123.0,13.805541030759734,,,123.0
2015,3,119,0.16342006428138547,0.49035634637185177,0.7647058823529411,119.0,0.16342006428138547,0.49035634637185177,0.7817307692307692,0.7647058823529411,119.0,15.064295856892562,,,119.0
2015,4,106,0.166964475296531,0.5039215294551642,0.7641509433962265,106.0,0.166964475296531,0.5039215294551642,0.8417038690476191,0.7641509433962265,106.0,13.535626681345814,,,106.0
2015,5,110,0.20140885727555483,0.5813283875472918,0.6636363636363637,110.0,0.20140885727555483,0.5813283875472918,0.7633765370555002,0.6636363636363637,110.0,14.136298821189186,,,110.0
2015,6,113,0.15458755807528923,0.4727209688585418,0.7964601769911505,113.0,0.15458755807528923,0.4727209688585418,0.8421052631578948,0.7964601769911505,113.0,15.114145430843386,,,113.0
2015,7,110,0.17176482172945753,0.5305311613071889,0.7636363636363637,110.0,0.17176482172945753,0.5305311613071889,0.8255621693121694,0.7636363636363637,110.0,13.32578204761852,,,110.0
2015,8,112,0.1443240256769681,0.44459147254499565,0.8125,112.0,0.1443240256769681,0.44459147254499565,0.8667124699416008,0.8125,112.0,15.21329835483006,,,112.0
2015,9,112,0.1346631206046392,0.4333994779692048,0.8303571428571429,112.0,0.1346631206046392,0.4333994779692048,0.9149398395721926,0.8303571428571429,112.0,15.02112443106515,,,112.0
2015,10,119,0.20111186517789764,0.5893269201546003,0.6722689075630253,119.0,0.20111186517789764,0.5893269201546003,0.753768115942029,0.6722689075630253,119.0,14.637821742466517,,,119.0
2015,11,117,0.17827444776343546,0.5354474903976338,0.7350427350427351,117.0,0.17827444776343546,0.5354474903976338,0.8117302052785924,0.7350427350427351,117.0,13.631616869543352,,,117.0
2015,12,119,0.19041345071627494,0.5578996083395547,0.7310924369747899,119.0,0.19041345071627494,0.5578996083395547,0.7494089834515366,0.7310924369747899,119.0,14.416606550457097,,,119.0
2015,13,73,0.13406033731704725,0.42789447116808965,0.821917808219178,73.0,0.13406033731704725,0.42789447116808965,0.9157894736842105,0.821917808219178,73.0,15.088100642374117,,,73.0
2015,14,24,0.17029638140055506,0.5183289883788725,0.7916666666666666,24.0,0.17029638140055506,0.5183289883788725,0.7814814814814814,0.7916666666666666,24.0,13.87890895207723,,,24.0
2015,15,5,0.10661380849159832,0.3495113907600808,0.8,5.0,0.10661380849159832,0.3495113907600808,1.0,0.8,5.0,14.640381622314454,,,5.0
2016,1,175,0.17787441520883918,0.5274721542201567,0.7314285714285714,175.0,0.17787441520883918,0.5274721542201567,0.7587785114045619,0.7314285714285714,175.0,15.552071162632533,,,175.0
2016,2,123,0.16330207931581928,0.5001906233831489,0.7398373983739838,123.0,0.16330207931581928,0.5001906233831489,0.7439471753484961,0.7398373983739838,123.0,14.273991406448488,,,123.0
2016,3,121,0.1641154694890428,0.48970704723473785,0.7603305785123967,121.0,0.1641154694890428,0.48970704723473785,0.7774299344066786,0.7603305785123967,121.0,14.058002881767337,,,121.0
2016,4,110,0.19328705922834086,0.5584903279085236,0.6909090909090909,110.0,0.19328705922834086,0.5584903279085236,0.7718832891246684,0.6909090909090909,110.0,13.936455154418946,,,110.0
2016,5,119,0.17989016574370345,0.5257780819254663,0.7226890756302521,119.0,0.17989016574370345,0.5257780819254663,0.770012507817386,0.7226890756302521,119.0,14.99292694220022,,,119.0
2016,6,107,0.16197665677546183,0.483904694700672,0.719626168224299,107.0,0.16197665677546183,0.483904694700672,0.8406613372093023,0.719626168224299,107.0,14.50160413367726,,,107.0
2016,7,111,0.16735131790488927,0.5055603850517938,0.7927927927927928,111.0,0.16735131790488927,0.5055603850517938,0.8430194805194805,0.7927927927927928,111.0,15.356444625167159,,,111.0
2016,8,113,0.16298836912703374,0.5060089094698791,0.7699115044247787,113.0,0.16298836912703374,0.5060089094698791,0.836190476190476,0.7699115044247787,113.0,15.507917724879443,,,113.0
2016,9,111,0.17904034406890926,0.5342485175479568,0.7477477477477478,111.0,0.17904034406890926,0.5342485175479568,0.8096479791395046,0.7477477477477478,111.0,12.874106226740656,,,111.0
2016,10,118,0.14763243961281958,0.44694655273358774,0.7796610169491526,118.0,0.14763243961281958,0.44694655273358774,0.8658925979680696,0.7796610169491526,118.0,13.415640329910538,,,118.0
2016,11,118,0.1954841743545751,0.5740580468876265,0.7457627118644068,118.0,0.1954841743545751,0.5740580468876265,0.7712842712842713,0.7457627118644068,118.0,13.219829850277659,,,118.0
2016,12,119,0.17901079352941107,0.5264862217512117,0.7478991596638656,119.0,0.17901079352941107,0.5264862217512117,0.8028490028490028,0.7478991596638656,119.0,13.439863220984195,,,119.0
2016,13,74,0.15826162517418352,0.4770157308136869,0.7702702702702703,74.0,0.15826162517418352,0.4770157308136869,0.8297394429469901,0.7702702702702703,74.0,15.62540930670661,,,74.0
2016,14,25,0.1344557548915567,0.42385814756741297,0.8,25.0,0.1344557548915567,0.42385814756741297,0.9230769230769231,0.8,25.0,15.95734130859375,,,25.0
2016,15,5,0.1470766225745032,0.0,0.8,5.0,0.1470766225745032,0.0,0.0,0.8,5.0,18.20315170288086,,,5.0
2017,1,180,0.15809612476275067,0.4897432713806878,0.7944444444444444,180.0,0.15809612476275067,0.4897432713806878,0.7534579723362212,0.7944444444444444,180.0,14.927501932779949,,,180.0
2017,2,115,0.17394720295844865,0.5150553181683224,0.7130434782608696,115.0,0.17394720295844865,0.5150553181683224,0.8442164179104478,0.7130434782608696,115.0,15.036754143756369,,,115.0
2017,3,116,0.1384362143309931,0.42558133622360056,0.8017241379310345,116.0,0.1384362143309931,0.42558133622360056,0.8430555555555556,0.8017241379310345,116.0,14.35156430869267,,,116.0
2017,4,113,0.18010905030133625,0.5454043793790226,0.7433628318584071,113.0,0.18010905030133625,0.5454043793790226,0.8015496521189122,0.7433628318584071,113.0,14.189011801660588,,,113.0
2017,5,112,0.1856002656952845,0.537555923674092,0.6517857142857143,112.0,0.1856002656952845,0.537555923674092,0.7905818064930891,0.6517857142857143,112.0,13.798175266810826,,,112.0
2017,6,112,0.15513956545375823,0.4721917021319103,0.7678571428571429,112.0,0.15513956545375823,0.4721917021319103,0.8572567783094099,0.7678571428571429,112.0,15.698839596339635,,,112.0
2017,7,116,0.186747872987459,0.5677246585938943,0.7413793103448276,116.0,0.186747872987459,0.5677246585938943,0.7863234846177277,0.7413793103448276,116.0,14.020172415108517,,,116.0
2017,8,110,0.1574742694603014,0.47302907412987527,0.7363636363636363,110.0,0.1574742694603014,0.47302907412987527,0.8488063660477454,0.7363636363636363,110.0,15.15585805719549,,,110.0
2017,9,114,0.20740329005471822,0.6046817265830111,0.6666666666666666,114.0,0.20740329005471822,0.6046817265830111,0.7444444444444445,0.6666666666666666,114.0,14.92260333947968,,,114.0
2017,10,121,0.17667630219035244,0.5241358483967218,0.7272727272727273,121.0,0.17667630219035244,0.5241358483967218,0.806264172335601,0.7272727272727273,121.0,15.442731431693085,,,121.0
2017,11,118,0.16636215423388043,0.5023797952042313,0.7372881355932204,118.0,0.16636215423388043,0.5023797952042313,0.842741935483871,0.7372881355932204,118.0,12.889204380875928,,,118.0
2017,12,121,0.15142231239175702,0.45091212239876677,0.7272727272727273,121.0,0.15142231239175702,0.45091212239876677,0.8480392156862746,0.7272727272727273,121.0,16.235293238616187,,,121.0
2017,13,73,0.15922153429042646,0.48022468504209637,0.7397260273972602,73.0,0.15922153429042646,0.48022468504209637,0.8480620155038759,0.7397260273972602,73.0,12.827870982967012,,,73.0
2017,14,25,0.18540152519394898,0.5494750074371652,0.72,25.0,0.18540152519394898,0.5494750074371652,0.6984126984126985,0.72,25.0,17.290323944091796,,,25.0
2017,15,5,0.1162924242336258,0.3700730567688421,0.8,5.0,0.1162924242336258,0.3700730567688421,1.0,0.8,5.0,16.847740936279298,,,5.0
2018,1,178,0.15631406017704821,0.4844706798430009,0.797752808988764,178.0,0.15631406017704821,0.4844706798430009,0.758671875,0.797752808988764,178.0,13.612774516759293,,,178.0
2018,2,124,0.14715050296852436,0.44668282347093896,0.7741935483870968,124.0,0.14715050296852436,0.44668282347093896,0.8376358695652174,0.7741935483870968,124.0,14.805789332236014,,,124.0
2018,3,110,0.17179219670605897,0.5081912699848349,0.7272727272727273,110.0,0.17179219670605897,0.5081912699848349,0.792580409356725,0.7272727272727273,110.0,15.27923126220703,,,110.0
2018,4,112,0.19114507420811083,0.5572149873185263,0.6428571428571429,112.0,0.19114507420811083,0.5572149873185263,0.7519097222222222,0.6428571428571429,112.0,13.815620933260236,,,112.0
2018,5,111,0.1790131684507278,0.5214229454701699,0.6576576576576577,111.0,0.1790131684507278,0.5214229454701699,0.7835820895522388,0.6576576576576577,111.0,14.751132655788112,,,111.0
2018,6,113,0.19230190761445565,0.5591862791806601,0.6637168141592921,113.0,0.19230190761445565,0.5591862791806601,0.7664452877925363,0.6637168141592921,113.0,15.879190630617394,,,113.0
2018,7,114,0.19794572323307752,0.5827795790442258,0.6578947368421053,114.0,0.19794572323307752,0.5827795790442258,0.7612822906940554,0.6578947368421053,114.0,12.795856576216849,,,114.0
2018,8,108,0.16634369369595156,0.4983944260740714,0.75,108.0,0.16634369369595156,0.4983944260740714,0.8319444444444444,0.75,108.0,14.13556953712746,,,108.0
2018,9,114,0.18974236820693363,0.5685037496660538,0.7192982456140351,114.0,0.18974236820693363,0.5685037496660538,0.7820312500000001,0.7192982456140351,114.0,14.948107669228001,,,114.0
2018,10,121,0.173826923816378,0.5095827227646977,0.71900826446281,121.0,0.173826923816378,0.5095827227646977,0.8096607245543416,0.71900826446281,121.0,15.404584774301071,,,121.0
2018,11,121,0.17585480960196742,0.5218191195177124,0.6942148760330579,121.0,0.17585480960196742,0.5218191195177124,0.8034790109258194,0.6942148760330579,121.0,15.053655608626437,,,121.0
2018,12,123,0.1376595324528476,0.41887193917933035,0.7560975609756098,123.0,0.1376595324528476,0.41887193917933035,0.8984931506849314,0.7560975609756098,123.0,16.458316740950917,,,123.0
2018,13,76,0.14815598149288492,0.4507018509257324,0.7763157894736842,76.0,0.14815598149288492,0.4507018509257324,0.8529829545454546,0.7763157894736842,76.0,14.48907134407445,,,76.0
2018,14,26,0.09386341861696151,0.3323204787594578,0.8846153846153846,26.0,0.09386341861696151,0.3323204787594578,0.9750000000000001,0.8846153846153846,26.0,12.350735297569862,,,26.0
2018,15,5,0.06185160584855439,0.2518842818771943,1.0,5.0,0.06185160584855439,0.2518842818771943,1.0,1.0,5.0,19.773868560791016,,,5.0
2019,1,171,0.1337436656882078,0.4284732210488348,0.8538011695906432,171.0,0.1337436656882078,0.4284732210488348,0.8422608695652174,0.8538011695906432,171.0,13.26757071868718,,,171.0
2019,2,125,0.12062925164640813,0.38454245550299077,0.832,125.0,0.12062925164640813,0.38454245550299077,0.8756613756613757,0.832,125.0,15.002414184570313,,,125.0
2019,3,118,0.1519143437939509,0.450490274900084,0.7711864406779662,118.0,0.1519143437939509,0.450490274900084,0.8450532724505326,0.7711864406779662,118.0,13.645650540368031,,,118.0
2019,4,112,0.17968832681587593,0.5304066771729061,0.7410714285714286,112.0,0.17968832681587593,0.5304066771729061,0.768177028451001,0.7410714285714286,112.0,15.129429272242955,,,112.0
2019,5,107,0.1662436669584038,0.4976456123169204,0.719626168224299,107.0,0.1662436669584038,0.4976456123169204,0.8139925373134328,0.719626168224299,107.0,14.62051523511655,,,107.0
2019,6,107,0.17636055659311872,0.5238717217649799,0.7570093457943925,107.0,0.17636055659311872,0.5238717217649799,0.8073539760731879,0.7570093457943925,107.0,14.308587118844006,,,107.0
2019,7,107,0.20915004032138892,0.60030227782998,0.6355140186915887,107.0,0.20915004032138892,0.60030227782998,0.73823948681397,0.6355140186915887,107.0,13.374714147264712,,,107.0
2019,8,116,0.1577735379079581,0.4812568410614492,0.7586206896551724,116.0,0.1577735379079581,0.4812568410614492,0.8407338883749614,0.7586206896551724,116.0,12.122058572440311,,,116.0
2019,9,115,0.1836216826277198,0.5313290102710734,0.7217391304347827,115.0,0.1836216826277198,0.5313290102710734,0.7870775969962454,0.7217391304347827,115.0,14.446571283755095,,,115.0
2019,10,105,0.16589005586352243,0.49597672175992275,0.7523809523809524,105.0,0.16589005586352243,0.49597672175992275,0.8566763425253991,0.7523809523809524,105.0,13.722357759021577,,,105.0
2019,11,106,0.1964595080337,0.5666399320398847,0.6981132075471698,106.0,0.1964595080337,0.5666399320398847,0.753470919324578,0.6981132075471698,106.0,13.370322281459593,,,106.0
2019,12,118,0.16647286764939973,0.49334470897358657,0.7372881355932204,118.0,0.16647286764939973,0.49334470897358657,0.8304398148148149,0.7372881355932204,118.0,12.358216140229823,,,118.0
2019,13,118,0.15084423893368773,0.4490434175091709,0.7203389830508474,118.0,0.15084423893368773,0.4490434175091709,0.8589174800354925,0.7203389830508474,118.0,14.374281511468402,,,118.0
2019,14,74,0.1516192374184363,0.45592759379444836,0.7837837837837838,74.0,0.1516192374184363,0.45592759379444836,0.8556818181818183,0.7837837837837838,74.0,13.841165078652871,,,74.0
2019,15,20,0.1169389404066374,0.3715796497396737,0.8,20.0,0.1169389404066374,0.3715796497396737,0.9066666666666667,0.8,20.0,14.349216842651368,,,20.0
2019,16,4,0.022912335915172537,0.0,1.0,4.0,0.022912335915172537,0.0,0.0,1.0,4.0,30.219594955444336,,,4.0
2020,1,46,0.19496822919356607,0.573314315508412,0.6739130434782609,46.0,0.19496822919356607,0.573314315508412,0.8634615384615385,0.6739130434782609,46.0,11.957208384638248,,,46.0
2020,2,27,0.17929754743122775,0.5149237908813381,0.7037037037037037,27.0,0.17929754743122775,0.5149237908813381,0.8380681818181819,0.7037037037037037,27.0,10.858670693856698,,,27.0
2020,3,31,0.1695964863489245,0.510199572022501,0.7741935483870968,31.0,0.1695964863489245,0.510199572022501,0.8634453781512605,0.7741935483870968,31.0,15.670177951935798,,,31.0
2020,4,69,0.19734789474058967,0.5805896628600583,0.7101449275362319,69.0,0.19734789474058967,0.5805896628600583,0.6680555555555555,0.7101449275362319,69.0,15.904792066933453,,,69.0
2020,5,85,0.21889855218959436,0.6147021132574964,0.6470588235294118,85.0,0.21889855218959436,0.6147021132574964,0.6875699888017918,0.6470588235294118,85.0,13.696450267118566,,,85.0
2020,6,99,0.22779175306743102,0.6377419449400117,0.5959595959595959,99.0,0.22779175306743102,0.6377419449400117,0.6669421487603306,0.5959595959595959,99.0,13.905366839784564,,,99.0
2020,7,104,0.23826988524747786,0.6701973109665089,0.5865384615384616,104.0,0.23826988524747786,0.6701973109665089,0.6266666666666667,0.5865384615384616,104.0,15.455650953146128,,,104.0
2020,8,126,0.20533971746860422,0.583069198758632,0.6349206349206349,126.0,0.20533971746860422,0.583069198758632,0.6952457264957265,0.6349206349206349,126.0,12.974347886585054,,,126.0
2020,9,120,0.2227292951916209,0.6279544303722102,0.575,120.0,0.2227292951916209,0.6279544303722102,0.6973426573426573,0.575,120.0,14.481577936808268,,,120.0
2020,10,109,0.18934867045641765,0.5525135955826248,0.7247706422018348,109.0,0.18934867045641765,0.5525135955826248,0.7957211870255348,0.7247706422018348,109.0,13.387308453201154,,,109.0
