home_team,away_team,fair_spread_home,p_home_win,fair_total,market_spread_home,edge_spread_pts,kelly_spread,market_ml_home,market_ml_home_p,edge_ml_prob,kelly_ml,market_total,edge_total_pts,kelly_total
Fort Lewis,New Mexico Highlands,-0.8384593327840164,0.5598899523417155,52.998257,,,0.0,,,,0.0,,,0.0
Eastern Kentucky,Central Arkansas,-0.2922674814860031,0.5208762486775717,53.03434,-4.0,3.707732518513997,0.01,,,,0.0,55.5,-2.4656600952148438,0.01
Livingstone,Johnson C Smith,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
CENTENARY,Texas Lutheran,-1.3467202981313064,0.596194307009379,52.78669,,,0.0,,,,0.0,,,0.0
Bloomsburg,Millersville,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Edward Waters,Allen,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Augsburg,Macalester,-0.7886278629302979,0.5563305616378784,53.130325,,,0.0,,,,0.0,,,0.0
Emporia State University,Central Missouri,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Augustana (IL),Carthage,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Hamline University,St. Scholastica,-0.8384593327840164,0.5598899523417155,52.998257,,,0.0,,,,0.0,,,0.0
Washburn,Central Oklahoma,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Eastern New Mexico,UT Permian Basin,-0.8384593327840164,0.5598899523417155,54.436417,,,0.0,,,,0.0,,,0.0
Lawrence University,Knox College,-0.8384593327840164,0.5598899523417155,52.998257,,,0.0,,,,0.0,,,0.0
Indianapolis,Missouri S&T,-0.8384593327840164,0.5598899523417155,52.998257,,,0.0,,,,0.0,,,0.0
UAB,UConn,3.9780613283316297,0.21585276226202646,55.92912,-7.5,11.47806132833163,0.0,230.0,0.30303030303030304,-0.08717754076827658,0.0,54.0,1.9291191101074219,0.009645595550537109
Southern,Bethune-Cookman,-0.901922345161438,0.5644230246543884,53.094242,7.0,-7.901922345161438,0.0,,,,0.0,44.5,8.594242095947266,0.01
Arkansas-Pine Bluff,Alabama A&M,-0.901922345161438,0.5644230246543884,53.094242,-8.0,7.098077654838562,0.0,,,,0.0,60.5,-7.405757904052734,0.01
Houston Christian,Nicholls,-0.901922345161438,0.5644230246543884,53.094242,-11.5,10.598077654838562,0.0,,,,0.0,49.5,3.5942420959472656,0.01
Grambling,Alabama State,-0.7886278629302979,0.5563305616378784,53.130325,-3.5,2.711372137069702,0.01,,,,0.0,44.5,8.630325317382812,0.01
LYONCOLL,McMurry,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
East Central (OK),Harding University,-0.8384593327840164,0.5598899523417155,51.33206,,,0.0,,,,0.0,,,0.0
Missouri Western,Northwest Missouri St,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Montana State,Sacramento State,-4.864785353342692,0.8474846680959066,54.38997,17.5,-22.364785353342693,0.0,,,,0.0,62.5,-8.110031127929688,0.01
Southern Arkansas,Northwestern Oklahoma State,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Missouri Southern State,Nebraska-Kearney,-0.9829772710800171,0.5702126622200012,52.571262,,,0.0,,,,0.0,,,0.0
Oklahoma Baptist,Ouachita Baptist,-0.8384593327840164,0.5598899523417155,51.33206,,,0.0,,,,0.0,,,0.0
Weber State,Idaho State,-0.8384593327840164,0.5598899523417155,54.436417,6.5,-7.338459332784017,0.0,,,,0.0,56.5,-2.0635833740234375,0.01
CSU Pueblo,Colorado School Of Mines,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Prairie View A&M,Florida A&M,-0.901922345161438,0.5644230246543884,53.094242,-17.0,16.098077654838562,0.0,,,,0.0,50.5,2.5942420959472656,0.01
Southeastern Oklahoma State,Arkansas Tech,-0.8384593327840164,0.5598899523417155,52.097424,,,0.0,,,,0.0,,,0.0
Western Colorado,Chadron St,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Southern Nazarene,Arkansas-Monticello,-0.8384593327840164,0.5598899523417155,52.097424,,,0.0,,,,0.0,,,0.0
Wisconsin-Oshkosh,Wisconsin-Stout,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
North Alabama,Southern Utah,-0.8384593327840164,0.5598899523417155,52.998257,7.5,-8.338459332784016,0.0,,,,0.0,55.5,-2.5017433166503906,0.01
Southern Miss,Marshall,5.22635472069184,0.12668894852201143,50.485542,-13.5,18.72635472069184,0.0,400.0,0.2,-0.07331105147798858,0.0,53.5,-3.0144577026367188,0.01
Delta State,Valdosta State,3.188752681016922,0.27223195135593414,55.21578,,,0.0,,,,0.0,,,0.0
Black Hills State,Adams State,-0.7886278629302979,0.5563305616378784,53.130325,,,0.0,,,,0.0,,,0.0
Alcorn State,Texas Southern,-0.8384593327840164,0.5598899523417155,52.998257,5.0,-5.838459332784017,0.01,,,,0.0,48.5,4.498256683349609,0.01
Samford,Tennessee Tech,-0.901922345161438,0.5644230246543884,53.094242,2.5,-3.401922345161438,0.01,,,,0.0,53.5,-0.4057579040527344,0.002028789520263672
Jackson State,Mississippi Valley State,-5.676937619845073,0.9054955442746481,53.879177,31.5,-37.17693761984507,0.0,,,,0.0,52.5,1.3791770935058594,0.006895885467529297
Incarnate Word,Lamar,-0.901922345161438,0.5644230246543884,53.094242,15.5,-16.401922345161438,0.0,,,,0.0,55.5,-2.4057579040527344,0.01
James Madison,Georgia State,-5.936020930608113,0.9240014950434366,59.301525,14.5,-20.436020930608112,0.0,-750.0,0.8823529411764706,0.04164855386696609,0.01,53.5,5.801525115966797,0.01
North Texas,Army,3.46921373407046,0.25219901899496716,58.053238,-6.5,9.96921373407046,0.0,200.0,0.3333333333333333,-0.08113431433836615,0.0,68.0,-9.946762084960938,0.01
NC State,Duke,-0.2792496879895523,0.519946406284968,50.88638,3.0,-3.2792496879895525,0.01,-150.0,0.6,-0.08005359371503196,0.0,51.5,-0.6136207580566406,0.003068103790283203
Virginia Tech,Clemson,-1.6010546684265137,0.614361047744751,64.32534,-5.5,3.8989453315734863,0.01,180.0,0.35714285714285715,0.2572181906018938,0.01,54.5,9.825340270996094,0.01
Kansas,Iowa State,2.6620928049087524,0.3098505139350891,64.70238,-2.5,5.162092804908752,0.01,110.0,0.47619047619047616,-0.16633996225538705,0.0,52.5,12.202377319335938,0.0
Ole Miss,Georgia,-2.2721175352732343,0.6622941096623739,61.086456,-2.0,-0.27211753527323435,0.0013605876763661717,110.0,0.47619047619047616,0.18610363347189773,0.01,55.0,6.086456298828125,0.01
Oregon State,San José State,2.338298191626867,0.33297870059808093,51.22522,3.0,-0.6617018083731332,0.003308509041865666,-150.0,0.6,-0.26702129940191904,0.0,58.5,-7.2747802734375,0.01
Indiana,Michigan,-5.21817406018575,0.8727267185846964,58.434456,14.5,-19.71817406018575,0.0,-650.0,0.8666666666666667,0.0060600519180297185,0.01,47.5,10.934455871582031,0.0
Campbell,Richmond,-0.901922345161438,0.5644230246543884,53.094242,-9.5,8.598077654838562,0.0,,,,0.0,52.5,0.5942420959472656,0.002971210479736328
Howard,South Carolina State,4.09846705198288,0.2072523534297943,57.30178,-4.5,8.59846705198288,0.0,,,,0.0,48.5,8.801780700683594,0.01
Texas Tech,Colorado,0.6452347834904991,0.45391180117925006,70.66262,-4.5,5.1452347834904995,0.01,164.0,0.3787878787878788,0.07512392239137128,0.01,62.0,8.662620544433594,0.01
Willamette,Pacific (OR),-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Anderson (Sc),Mars Hill,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Portland State,Idaho,-0.7036584615707397,0.5502613186836243,54.34043,-11.0,10.29634153842926,0.0,,,,0.0,61.5,-7.159568786621094,0.01
Puget Sound,Lewis & Clark College,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
UTEP,Kennesaw State,-3.1014678478240967,0.7215334177017212,50.65319,4.5,-7.601467847824097,0.0,-185.0,0.6491228070175439,0.07241061068417731,0.01,42.5,8.153190612792969,0.01
Redlands,Pomona Pitzer,-0.7886278629302979,0.5563305616378784,53.130325,,,0.0,,,,0.0,,,0.0
Austin Peay,Abilene Christian,-0.901922345161438,0.5644230246543884,53.094242,-4.0,3.098077654838562,0.01,,,,0.0,54.5,-1.4057579040527344,0.007028789520263672
NEWBERG,Whitworth,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Claremont-Mudd-Scripps College,California Lutheran University,-0.2922674814860031,0.5208762486775717,53.03434,,,0.0,,,,0.0,,,0.0
Linfield College,Pacific Lutheran,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Tulane,Temple,-5.542305866877238,0.8958789904912313,55.114376,25.5,-31.04230586687724,0.0,-5000.0,0.9803921568627451,-0.08451316637151374,0.0,50.5,4.614376068115234,0.01
William Jewell,Truman State,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
La Verne,Chapman,-0.7886278629302979,0.5563305616378784,53.130325,,,0.0,,,,0.0,,,0.0
Western Oregon,Angelo State,-0.2922674814860031,0.5208762486775717,53.03434,,,0.0,,,,0.0,,,0.0
Vanderbilt,South Carolina,3.353606184323629,0.2604567011197408,56.522205,-6.0,9.35360618432363,0.0,185.0,0.3508771929824561,-0.09042049186271534,0.0,45.0,11.522205352783203,0.0
Louisiana Tech,Jacksonville State,0.8253596226374306,0.44104574124018353,55.09788,-10.0,10.82535962263743,0.0,305.0,0.24691358024691357,0.19413216099326996,0.01,55.5,-0.4021186828613281,0.002010593414306641
East Texas A&M,Stephen F. Austin,-0.8384593327840164,0.5598899523417155,52.998257,-16.5,15.661540667215984,0.0,,,,0.0,52.5,0.4982566833496094,0.002491283416748047
Bowdoin,Colby College,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Louisiana,Arkansas State,-4.8437801996866865,0.8459842999776205,67.987564,14.0,-18.843780199686687,0.0,-650.0,0.8666666666666667,-0.020682366689046217,0.0,60.0,7.9875640869140625,0.01
Catawba,Lenoir-Rhyne,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
New Mexico State,Western Kentucky,3.136301269133886,0.275978480776151,46.81647,-18.0,21.136301269133885,0.0,600.0,0.14285714285714285,0.13312133791900815,0.01,53.5,-6.683528900146484,0.01
TCU,Oklahoma State,-3.2551248470942182,0.732508917649587,56.98173,10.5,-13.75512484709422,0.0,-425.0,0.8095238095238095,-0.0770148918742225,0.0,68.5,-11.518268585205078,0.0
Arizona State,UCF,-4.104111512502034,0.7931508223215739,51.46781,2.5,-6.604111512502034,0.01,-140.0,0.5833333333333334,0.20981748898824049,0.01,55.5,-4.032188415527344,0.01
Eureka College,Aurora,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Oregon,Maryland,-6.605265220006307,0.971804658571879,57.54198,24.0,-30.605265220006306,0.0,-3200.0,0.9696969696969697,0.002107688874909308,0.01,58.0,-0.4580192565917969,0.0022900962829589845
Tennessee,Mississippi State,-6.791931986808777,0.9851379990577698,54.620796,26.5,-33.29193198680878,0.0,-3200.0,0.9696969696969697,0.015441029360800052,0.01,61.5,-6.879203796386719,0.01
West Texas A&M,Midwestern State,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
LSU,Alabama,0.6280764440695442,0.4551373968521754,39.376595,-2.5,3.1280764440695443,0.01,120.0,0.45454545454545453,0.0005919423067208829,0.0010852275623216001,58.5,-19.12340545654297,0.0
Notre Dame,Florida State,-6.779760201772054,0.984268585840861,60.915268,25.5,-32.279760201772056,0.0,-5000.0,0.9803921568627451,0.003876428978115909,0.01,44.0,16.915267944335938,0.0
Missouri,Oklahoma,-2.3517499764760332,0.6679821411768595,53.24384,-3.5,1.1482500235239668,0.005741250117619834,140.0,0.4166666666666667,0.2513154745101928,0.01,42.0,11.243839263916016,0.0
Penn State,Washington,-6.443854928016663,0.9602753520011902,61.68383,13.5,-19.943854928016663,0.0,-600.0,0.8571428571428571,0.10313249485833309,0.01,48.0,13.683830261230469,0.0
Boise State,Nevada,-6.059964577356975,0.9328546126683553,57.767803,23.5,-29.559964577356975,0.0,-3300.0,0.9705882352941176,-0.0377336226257623,0.0,61.5,-3.732196807861328,0.01
Cal Poly,Northern Arizona,-0.901922345161438,0.5644230246543884,53.094242,-13.5,12.598077654838562,0.0,,,,0.0,53.5,-0.4057579040527344,0.002028789520263672
Pittsburgh,Virginia,-5.9915885130564375,0.9279706080754598,44.866447,7.5,-13.491588513056438,0.0,-275.0,0.7333333333333333,0.19463727474212655,0.01,57.5,-12.633552551269531,0.0
Hawai'i,UNLV,3.1364481349786124,0.27596799035867053,61.858345,-12.5,15.636448134978613,0.0,380.0,0.20833333333333334,0.06763465702533719,0.01,50.5,11.358345031738281,0.0
Central Washington,Sul Ross State,-0.901922345161438,0.5644230246543884,53.094242,,,0.0,,,,0.0,,,0.0
Air Force,Fresno State,1.6010687152544656,0.3856379489103953,40.19558,-9.5,11.101068715254465,0.0,285.0,0.2597402597402597,0.1258976891701356,0.01,40.5,-0.30442047119140625,0.0015221023559570312
Montana,UC Davis,-0.901922345161438,0.5644230246543884,53.094242,5.5,-6.401922345161438,0.01,,,,0.0,54.5,-1.4057579040527344,0.007028789520263672
Utah,BYU,4.511363685131073,0.17775973677635193,60.813847,-3.0,7.511363685131073,0.0,145.0,0.40816326530612246,-0.23040352852977053,0.0,40.5,20.313846588134766,0.0
Washington State,Utah State,-5.185255805651347,0.870375414689382,52.47972,20.5,-25.685255805651348,0.0,-1500.0,0.9375,-0.06712458531061805,0.0,68.5,-16.020278930664062,0.0
