home_team,away_team,fair_spread_home,p_home_win,p_home_covers,fair_total
Benedict College,Tuskegee,0.3594314342432331,0.5095585783322653,0.4732382893562317,49.944115
Charlotte,Rice,-1.9592103548056876,0.2986576457818349,0.4859107434749603,46.67588
Lafayette,Columbia,7.368199808617566,0.9206278324127197,0.6017502347628275,56.42239
Assumption,St. Anselm,-0.07867344034625384,0.4979075988133748,0.4732382893562317,52.143753
Oklahoma State,Tulsa,6.909607943120578,0.6395922104517618,0.4183852473894755,54.636425
Rutgers,Iowa,-7.2360122796146005,0.2834180196126302,0.3578137755393982,50.524025
Miami (OH),UNLV,-0.6701881781990371,0.5192283391952515,0.5236323773860931,51.870983
Army,North Texas,-4.890626946916258,0.26716534048318863,0.4270481566588084,52.498444
Mary Hardin-Baylor,Wisconsin-Whitewater,4.102107657749335,0.6077555020650228,0.45959485570589703,52.016468
Endicott College,SUNY Maritime,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
South Florida,South Carolina State,44.186687315899576,0.9932432373364767,0.7073911229769388,61.05296
Yale,Holy Cross,8.237085826913328,0.8863618969917297,0.5460967421531677,45.986458
Brown,Georgetown,-3.77793736830798,0.8360171318054199,0.49260835846265155,56.44822
Princeton,San Diego,4.7156354543635635,0.520789215962092,0.42636969685554504,50.975574
Shorter,Virginia University Of Lynchburg,6.556784884783134,0.6689874728520712,0.47000008821487427,51.263275
Northwood (MI),Thomas More College,0.5444708523436124,0.5144776503245035,0.4732382893562317,52.58755
PennWest California,Lock Haven University,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Clemson,Syracuse,18.606896748761194,0.8665839234987894,0.533927301565806,55.889515
Western New England,Worcester St,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Ohio Dominican,Tiffin,2.7043571088312457,0.5715377330780029,0.48210984468460083,52.0875
Howard Payne,Wayland Baptist,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Dean College,Westfield State,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Wisconsin,Maryland,7.693995732744647,0.7046485344568888,0.4205725888411204,45.840538
Rensselaer,Brockport,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Castleton,Biddeford,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Carnegie Mellon,Berry College,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Albion,Rose-Hulman,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Fitchburg State,New England College,1.4238273016080696,0.5378115375836691,0.4878699978192647,52.317783
Pace,Post University,-2.476349709681252,0.43443657954533893,0.4932926694552104,51.318527
Wilkes,Muhlenberg,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
North Carolina Wesleyan,Sewanee,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Kutztown University,Gannon,3.818348098804468,0.6004671851793925,0.46489765246709186,54.409298
Louisville,Bowling Green,29.806555619230192,0.9903618295987447,0.6085517207781473,50.07981
Albright,Delaware Valley,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Memphis,Arkansas,-1.2562121732909075,0.5630795756975809,0.6491101582845052,60.663334
Morgan State,Central State (OH),12.340737613424173,0.7946651975313822,0.5518560508886973,50.983635
Framingham State,UMass Dartmouth,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Bridgewater State,Plymouth State,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Utah,Texas Tech,1.2925955846935708,0.5475278496742249,0.44150274991989136,65.470894
Virginia Tech,Wofford,39.22635244915263,0.9898331761360168,0.6109350124994913,51.159695
TCU,SMU,7.198982395488445,0.37638967235883075,0.5185835162798563,62.362053
Olivet College,Bluffton,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Belhaven,Wisconsin-River Falls,1.4238273016080696,0.5378115375836691,0.4878699978192647,52.317783
Tennessee,UAB,41.21038504510019,1.0,0.5730712314446768,70.92925
Hampden-Sydney,Shenandoah,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
New Haven,Saginaw Valley State,9.72575238491012,0.7416315277417501,0.4238983790079753,50.82238
Winston-Salem,Virginia St,1.9924580777062486,0.5528362989425659,0.48210984468460083,53.334217
Morehouse College,Kentucky State,3.7142779780134396,0.597785214583079,0.4878699978192647,52.89922
St. Lawrence,Alfred University,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Nebraska-Kearney,Emporia State University,1.2259597443416095,0.5325695474942526,0.4605225423971812,52.816437
Northern Michigan,Davenport,2.7043571088312457,0.5715377330780029,0.4878699978192647,50.841057
Carson-Newman College,Lenoir-Rhyne,2.7043571088312457,0.5715377330780029,0.4878699978192647,51.582714
Union (NY),SUNY Morrisville,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Kentucky Wesleyan,Walsh,-0.07867344034625384,0.4979075988133748,0.4732382893562317,52.143753
Alma,Hanover College,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Hope College,Mount St. Joseph,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Widener,Misericordia,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Depauw,Kenyon,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Central Michigan,Wagner,35.33113565066788,0.9898331761360168,0.6512666344642639,50.954247
Kings College (PA),FDU-Florham,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Gallaudet,Averett,4.102107657749335,0.6077555020650228,0.4355248014132182,52.016468
Waynesburg,Hiram College,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Lagrange College,Centre College Kentucky,1.4238273016080696,0.5378115375836691,0.4878699978192647,52.317783
Keystone,Southern Virginia,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Mass Maritime,Anna Maria College,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Ashland,Hillsdale,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Elizabeth City State,Fayetteville State,4.941997130713629,0.6290984352429708,0.4878699978192647,48.515556
Lincoln (PA),Shaw,-3.4177904175966582,0.4098803798357646,0.5323033034801483,55.744
Amherst,Hamilton,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Williams,Colby College,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.317783
Middlebury,Bowdoin,2.7043571088312457,0.5715377330780029,0.4878699978192647,52.317783
Reading,Stevenson,3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
William Paterson,Salve Regina,4.5746272994957,0.6198074618975321,0.45959485570589703,52.016468
Lycoming,Dickinson (PA),3.4001959454736204,0.5896636048952738,0.4878699978192647,52.111103
Western Connecticut St,Gettysburg,4.5746272994957,0.6198074618975321,0.45959485570589703,52.016468
