home_team,away_team,fair_spread_home,p_home_win,p_home_covers,fair_total,home_rest_days,away_rest_days,home_sp_plus,away_sp_plus,temp_C,wind_kph,precip_flag,market_spread_home,dk_spread_home,fd_spread_home,edge_spread_pts,kelly_spread,market_ml_home,market_ml_home_p,edge_ml_prob,kelly_ml,market_total,edge_total_pts,kelly_total
New Mexico,San Diego State,-3.9767180559466047,0.5169854859511057,0.4214687645435333,46.78651,5.0,6.0,-2.6,3.7,,,0.0,1.5,1.5,1.5,-2.4767180559466047,0.01,100.0,0.5,0.016985485951105717,0.01,41.5,5.286510467529297,0.01
North Texas,Temple,13.44301435741777,0.8092100421587626,0.30686763922373456,56.749214,6.0,6.0,11.8,-3.8,,,0.0,-19.5,-19.5,-20.5,-6.05698564258223,0.01,-1450.0,0.9354838709677419,-0.1262738288089793,0.0,65.5,-8.750785827636719,0.01
Utah State,Boise State,1.809866423188156,0.4882410665353139,0.664504865805308,49.470856,5.0,6.0,-2.7,4.6,,,0.0,3.5,3.5,3.5,5.309866423188156,0.01,140.0,0.4166666666666667,0.07157439986864722,0.01,55.5,-6.029144287109375,0.01
Purdue,Indiana,-27.844065871883853,0.04011065016190211,0.5261492331822714,49.489506,13.0,13.0,-3.4,27.7,,,0.0,28.5,28.5,28.5,0.6559341281161473,0.003279670640580736,1700.0,0.05555555555555555,-0.015444905393653445,0.0,54.5,-5.010494232177734,0.01
Texas,Texas A&M,-3.182715166117921,0.308188592394193,0.47905855377515155,49.587593,6.0,6.0,18.3,22.6,,,0.0,2.5,2.5,2.5,-0.6827151661179212,0.003413575830589606,110.0,0.47619047619047616,-0.16800188379628317,0.0,51.5,-1.9124069213867188,0.009562034606933594
Arizona State,Arizona,-4.74375062933019,0.3831289013226827,0.42877253890037537,49.265305,6.0,6.0,5.4,11.2,,,0.0,2.5,2.5,1.5,-2.24375062933019,0.01,105.0,0.4878048780487805,-0.1046759767260978,0.0,47.5,1.7653045654296875,0.008826522827148438
Oklahoma,LSU,5.848300949604892,0.4965600073337555,0.36989331245422363,48.618637,6.0,6.0,20.7,11.4,,,0.0,-10.0,-10.0,-10.5,-4.151699050395108,0.01,-425.0,0.8095238095238095,-0.31296380219005404,0.0,36.5,12.118637084960938,0.0
Tulane,Charlotte,29.358041304193744,0.937651534875234,0.4948516587416331,56.950253,7.0,6.0,2.4,-22.7,,,0.0,-29.5,-29.5,-29.5,-0.14195869580625597,0.0007097934790312799,-8000.0,0.9876543209876543,-0.05000278611242026,0.0,52.5,4.450252532958984,0.01
Auburn,Alabama,-3.885984809134551,0.5069342255592346,0.5671493510405222,46.515537,6.0,6.0,10.4,19.5,,,0.0,6.0,6.0,5.5,2.114015190865449,0.01,190.0,0.3448275862068966,0.16210663935233804,0.01,46.5,0.015537261962890625,7.768630981445313e-05
USC,UCLA,22.26768239830147,0.8679209550221761,0.4915750523408254,52.701794,7.0,7.0,19.2,-2.4,,,0.0,-22.5,-22.5,-21.5,-0.23231760169852933,0.0011615880084926468,-1650.0,0.9428571428571428,-0.0749361878349667,0.0,59.5,-6.798206329345703,0.01
Jacksonville State,Western Kentucky,-4.043626625922041,0.4892270465691884,0.46673091252644855,50.344486,6.0,6.0,-8.0,-0.9,,,0.0,3.0,3.0,2.5,-1.043626625922041,0.005218133129610205,120.0,0.45454545454545453,0.03468159202373389,0.01,55.5,-5.155513763427734,0.01
San José State,Fresno State,2.1038983824789197,0.6300954421361288,0.638385275999705,48.452324,7.0,6.0,-7.4,-2.9,,,0.0,2.5,2.5,2.5,4.60389838247892,0.01,114.0,0.4672897196261682,0.16280572250996056,0.01,46.5,1.9523239135742188,0.009761619567871095
Washington,Oregon,-3.2812171525671125,0.42573973536491394,0.6216809550921122,51.878574,7.0,7.0,14.8,26.6,,,0.0,7.0,7.0,6.5,3.7187828474328875,0.01,210.0,0.3225806451612903,0.10315909020362363,0.01,51.5,0.3785743713378906,0.001892871856689453
Stanford,Notre Dame,-26.771259596887894,0.10356416180729866,0.716635008653005,47.963383,6.0,6.0,-11.2,22.5,,,0.0,32.5,32.5,32.5,5.728740403112106,0.01,2500.0,0.038461538461538464,0.0651026233457602,0.01,50.5,-2.5366172790527344,0.01
Rutgers,Penn State,-8.97215911929152,0.3202922195196152,0.6470321218172709,53.374302,7.0,7.0,2.0,15.0,,,0.0,13.5,13.5,,4.52784088070848,0.01,410.0,0.19607843137254902,0.12421378814706616,0.01,56.5,-3.1256980895996094,0.01
Florida,Florida State,4.753846232249665,0.49057132999102276,0.6026867826779684,50.135334,7.0,7.0,6.2,11.5,,,0.0,-1.5,-1.5,-1.5,3.253846232249665,0.01,-112.0,0.5283018867924528,-0.03773055680143006,0.0,50.5,-0.3646659851074219,0.0018233299255371095
Arkansas,Missouri,1.6650902355239685,0.4518306950728099,0.6305110653241476,48.90884,7.0,6.0,9.3,15.4,,,0.0,2.5,2.5,2.5,4.1650902355239685,0.01,120.0,0.45454545454545453,-0.0027147594726446567,0.0,57.5,-8.59115982055664,0.01
Louisville,Kentucky,4.934190378536956,0.29829955101013184,0.5614849726359049,50.950783,7.0,6.0,12.2,5.4,,,0.0,-3.0,-3.0,-2.5,1.9341903785369556,0.009670951892684779,-148.0,0.5967741935483871,-0.2984746425382553,0.0,46.5,4.450782775878906,0.01
UTSA,Army,6.25633094912841,0.7525044878323873,0.46189258495966595,50.094746,7.0,6.0,-0.7,-1.9,,,0.0,-7.5,-7.5,-7.5,-1.2436690508715902,0.0062183452543579515,-290.0,0.7435897435897436,0.008914744242643713,0.01,52.5,-2.405254364013672,0.01
Illinois,Northwestern,11.478771658788803,0.90266486008962,0.6455117265383402,49.66705,7.0,7.0,13.4,1.7,,,0.0,-7.0,-7.0,-6.5,4.478771658788803,0.01,-265.0,0.726027397260274,0.176637462829346,0.01,46.5,3.1670494079589844,0.01
Tulsa,UAB,3.807007739810147,0.6788694063822428,0.3590499460697174,53.451427,6.0,7.0,-13.6,-12.9,,,0.0,-8.5,-8.5,-8.5,-4.692992260189853,0.01,-310.0,0.7560975609756098,-0.07722815459336696,0.0,59.5,-6.048572540283203,0.01
Old Dominion,Georgia State,27.501719699014643,0.8730012575785319,0.5362796982129415,56.14385,6.0,6.0,1.9,-22.1,,,0.0,-26.5,-26.5,-26.5,1.001719699014643,0.0050085984950732155,-5000.0,0.9803921568627451,-0.10739089928421319,0.0,58.5,-2.356151580810547,0.01
TCU,Cincinnati,1.8585606297016797,0.41453619798024494,0.4497612516085307,50.68415,7.0,7.0,9.2,10.8,,,0.0,-3.5,-3.5,-3.5,-1.6414393702983203,0.008207196851491601,-180.0,0.6428571428571429,-0.22832094487689797,0.0,56.5,-5.815849304199219,0.01
Miami (OH),Ball State,14.581467242679048,0.7773985465367635,0.4039209485054016,39.855133,9.0,6.0,-4.3,-20.1,,,0.0,-17.5,-17.5,-18.5,-2.9185327573209516,0.01,-1050.0,0.9130434782608695,-0.13564493172410597,0.0,42.5,-2.644866943359375,0.01
NC State,North Carolina,12.898534274143167,0.9589670896530151,0.667086680730184,53.815212,7.0,7.0,3.7,-4.8,,,0.0,-7.5,-7.5,-7.5,5.3985342741431666,0.01,-310.0,0.7560975609756098,0.20286952867740538,0.01,47.5,6.315212249755859,0.01
Michigan State,Maryland,4.066999259876151,0.5523758133252462,0.5021382967631022,49.950943,7.0,7.0,-2.1,3.5,,,0.0,-4.0,-4.0,-3.5,0.06699925987615085,0.00033499629938075424,-180.0,0.6428571428571429,-0.09048132953189669,0.0,48.5,1.4509429931640625,0.007254714965820312
Pittsburgh,Miami,1.629022853313268,0.6343383391698202,0.755004088083903,49.861805,7.0,7.0,12.8,18.3,,,0.0,7.0,7.0,6.5,8.629022853313268,0.0,220.0,0.3125,0.3218383391698202,0.01,50.5,-0.6381950378417969,0.0031909751892089844
BYU,UCF,15.502579551050575,0.9596311251322428,0.43390074372291565,52.89247,7.0,6.0,14.4,3.8,,,0.0,-17.5,-17.5,-18.5,-1.9974204489494252,0.009987102244747127,-1200.0,0.9230769230769231,0.03655420205531967,0.01,46.5,6.3924713134765625,0.01
Oklahoma State,Iowa State,-19.631665516429624,0.013513512909412384,0.30433614552021027,48.02809,6.0,7.0,-17.5,8.9,,,0.0,14.0,14.0,14.5,-5.631665516429624,0.01,440.0,0.18518518518518517,-0.1716716722757728,0.0,47.5,0.5280914306640625,0.0026404571533203127
Kansas State,Colorado,16.178565369167682,0.9194141228993734,0.48931512236595154,52.408802,7.0,7.0,7.9,-3.1,,,0.0,-16.5,-16.5,-17.5,-0.32143463083231794,0.0016071731541615897,-900.0,0.9,0.019414122899373387,0.01,49.5,2.908802032470703,0.01
Baylor,Houston,-0.7764136414051652,0.6162647008895874,0.4005082348982493,56.206905,7.0,7.0,5.5,6.4,,,0.0,-2.5,-2.5,-2.5,-3.2764136414051652,0.01,-142.0,0.5867768595041323,0.029487841385455127,0.01,59.5,-3.2930946350097656,0.01
Minnesota,Wisconsin,6.146746249425345,0.47418954968452454,0.6449566682179769,47.851784,7.0,7.0,3.5,-4.4,,,0.0,-1.5,-1.5,-1.5,4.646746249425345,0.01,-112.0,0.5283018867924528,-0.05411233710792829,0.0,37.5,10.351783752441406,0.0
Sam Houston,Florida International,-9.951105330842154,0.22188286979993185,0.5016255080699921,55.512554,6.0,6.0,-25.1,-13.6,,,0.0,10.0,10.0,10.5,0.04889466915784624,0.00024447334578923117,310.0,0.24390243902439024,-0.022019569224458385,0.0,51.5,4.012554168701172,0.01
Tennessee,Vanderbilt,-3.4846402371321332,0.4924909869829814,0.32263001799583435,61.313347,7.0,6.0,16.3,16.5,,,0.0,-2.5,-2.5,-2.5,-5.984640237132133,0.01,-142.0,0.5867768595041323,-0.09428587252115089,0.0,65.5,-4.186653137207031,0.01
Duke,Wake Forest,12.987338155137119,0.718183676401774,0.8115550875663757,48.060497,7.0,6.0,6.8,2.0,,,0.0,-1.5,-1.5,-1.5,11.487338155137119,0.0,-115.0,0.5348837209302325,0.18329995547154154,0.01,55.5,-7.439502716064453,0.01
App State,Arkansas State,3.5312608362188835,0.5453343093395233,0.5316140353679657,52.827282,6.0,8.0,-10.2,-9.9,,,0.0,-2.5,-2.5,-2.5,1.0312608362188835,0.005156304181094418,-142.0,0.5867768595041323,-0.04144255016460896,0.0,54.5,-1.6727180480957031,0.008363590240478516
Missouri State,Louisiana Tech,-4.208696217730374,0.44638051589330036,0.28806106249491376,50.49001,6.0,6.0,-10.4,0.5,,,0.0,-2.5,-2.5,-2.5,-6.708696217730374,0.01,-135.0,0.574468085106383,-0.12808756921308267,0.0,49.5,0.9900093078613281,0.004950046539306641
Texas State,South Alabama,9.149706906456244,0.6896596948305765,0.48882172505060834,57.17618,6.0,6.0,-6.7,-12.9,,,0.0,-9.5,-9.5,-9.5,-0.3502930935437565,0.0017514654677187826,-345.0,0.7752808988764045,-0.08562120404582796,0.0,62.5,-5.323818206787109,0.01
Louisiana,UL Monroe,9.789593208737752,0.6626262664794922,0.5096266468365988,53.15399,8.0,6.0,-9.7,-19.8,,,0.0,-9.5,-9.5,-9.5,0.2895932087377524,0.001447966043688762,-375.0,0.7894736842105263,-0.12684741773103414,0.0,48.5,4.65399169921875,0.01
Delaware,UTEP,0.5436022636479931,0.7854199409484863,0.38043508927027386,50.48302,6.0,6.0,-10.7,-13.7,,,0.0,-4.5,-4.5,-4.5,-3.956397736352007,0.01,-198.0,0.6644295302013423,0.120990410747144,0.01,54.5,-4.016979217529297,0.01
South Florida,Rice,35.67719266151277,0.9746698538462321,0.771374523639679,59.000713,7.0,7.0,11.3,-12.3,,,0.0,-27.5,-27.5,-27.5,8.17719266151277,0.0,-5000.0,0.9803921568627451,-0.005722303016512997,0.0,60.5,-1.4992866516113281,0.0074964332580566406
Coastal Carolina,James Madison,-18.825762866790182,0.10440295810500781,0.5881750782330831,62.178856,6.0,7.0,-8.9,9.9,,,0.0,21.5,21.5,22.5,2.674237133209818,0.01,1100.0,0.08333333333333333,0.021069624771674483,0.01,53.5,8.678855895996094,0.01
New Mexico State,Middle Tennessee,7.80141776297548,0.8016438682874044,0.619479258855184,53.273586,6.0,6.0,-14.0,-20.3,,,0.0,-4.0,-4.0,-4.5,3.80141776297548,0.01,-185.0,0.6491228070175439,0.15252106126986054,0.01,52.5,0.7735862731933594,0.003867931365966797
West Virginia,Texas Tech,-25.23433493284763,0.07064873600999515,0.47073058287302655,53.308193,13.0,13.0,-5.0,25.2,,,0.0,24.5,24.5,23.5,-0.7343349328476307,0.003671674664238154,950.0,0.09523809523809523,-0.024589359228100086,0.0,53.5,-0.19180679321289062,0.0009590339660644531
Virginia,Virginia Tech,10.048894669157846,0.8193514545758566,0.5016255080699921,49.395172,13.0,7.0,7.6,-4.0,,,0.0,-10.0,-10.0,-9.5,0.04889466915784624,0.00024447334578923117,-375.0,0.7894736842105263,0.029877770365330236,0.01,52.5,-3.104827880859375,0.01
California,SMU,-7.758724758160147,0.2000723977883657,0.6838313241799673,51.943035,6.0,7.0,-2.8,10.9,,,0.0,13.5,13.5,13.5,5.741275241839853,0.01,410.0,0.19607843137254902,0.003993966415816674,0.004968104566015838,52.5,-0.5569648742675781,0.0027848243713378905
Syracuse,Boston College,0.9602960704994818,0.498301903406779,0.6196791231632233,50.828613,6.0,13.0,-8.1,-10.6,,,0.0,3.0,3.0,3.5,3.960296070499482,0.01,130.0,0.43478260869565216,0.06351929471112683,0.01,52.5,-1.67138671875,0.008356933593750001
Southern Miss,Troy,6.1356951827144925,0.6081033051013947,0.48882172505060834,49.121273,6.0,6.0,-1.4,-3.8,,,0.0,-6.5,-6.5,-6.5,-0.36430481728550745,0.0018215240864275374,-250.0,0.7142857142857143,-0.10618240918431965,0.0,50.5,-1.3787269592285156,0.006893634796142578
Marshall,Georgia Southern,5.641730124207164,0.7496880888938904,0.4095659752686818,54.859898,6.0,6.0,-5.4,-10.8,,,0.0,-8.5,-8.5,-8.5,-2.8582698757928364,0.01,-325.0,0.7647058823529411,-0.015017793459050743,0.0,63.5,-8.64010238647461,0.01
Central Michigan,Toledo,-12.317489759961301,0.2099472681681315,0.4398074249426524,45.03104,9.0,6.0,-9.4,5.0,,,0.0,10.5,10.5,10.5,-1.8174897599613011,0.009087448799806505,320.0,0.23809523809523808,-0.02814796992710658,0.0,44.5,0.5310401916503906,0.002655200958251953
Florida Atlantic,East Carolina,-14.755721429906135,0.07603271553913753,0.2590392678976059,55.346355,6.0,7.0,-8.5,7.6,,,0.0,7.0,7.0,6.5,-7.755721429906135,0.0,210.0,0.3225806451612903,-0.24654792962215277,0.0,66.5,-11.153644561767578,0.0
Michigan,Ohio State,-15.021182199296902,0.09442687531312306,0.33781570196151733,43.386265,7.0,7.0,15.7,30.5,,,0.0,10.0,10.0,10.5,-5.021182199296902,0.01,310.0,0.24390243902439024,-0.1494755637112672,0.0,43.5,-0.11373519897460938,0.0005686759948730469
South Carolina,Clemson,2.9843423295213505,0.4336492121219635,0.5154541035493215,52.629616,6.0,6.0,3.6,8.8,,,0.0,-2.5,-2.5,-2.5,0.4843423295213505,0.0024217116476067525,-142.0,0.5867768595041323,-0.15312764738216877,0.0,46.5,6.129615783691406,0.01
Liberty,Kennesaw State,-1.0011126877101506,0.42059582471847534,0.5458959440390269,48.271477,7.0,7.0,-7.4,-3.2,,,0.0,2.5,2.5,2.5,1.4988873122898494,0.0074944365614492475,110.0,0.47619047619047616,-0.05559465147200082,0.0,55.5,-7.228523254394531,0.01
Washington State,Oregon State,19.164975183030712,0.9353275497754415,0.6747969190279642,45.147835,7.0,14.0,-1.6,-10.8,,,0.0,-13.5,-13.5,-13.5,5.6649751830307125,0.01,-625.0,0.8620689655172413,0.0732585842582002,0.01,41.5,3.6478347778320312,0.01
Nevada,UNLV,-8.737513719387056,0.44834916790326435,0.4552129904429118,56.13611,7.0,7.0,-18.5,1.6,,,0.0,7.5,7.5,8.5,-1.2375137193870565,0.0061875685969352825,260.0,0.2777777777777778,0.17057139012548655,0.01,53.5,2.6361083984375,0.01
Hawai'i,Wyoming,5.8253628193482285,0.6693266828854879,0.44875073432922363,48.62083,8.0,7.0,-1.1,-5.8,,,0.0,-7.5,-7.5,-8.5,-1.6746371806517715,0.008373185903258858,-325.0,0.7647058823529411,-0.09537919946745321,0.0,44.5,4.120830535888672,0.01
